Source,Target,Weight
43-4021.00,43-4131.00,0.9549
43-4021.00,43-4141.00,0.9604
43-4021.00,43-4151.00,0.9516
43-4021.00,43-4161.00,0.9644
43-4021.00,43-6011.00,0.9665
43-4021.00,43-6012.00,0.9575
43-4021.00,43-9041.00,0.9543
43-4031.00,43-4041.00,0.9672
43-4031.00,43-4061.00,0.957
43-4031.00,43-4121.00,0.9505
43-4031.00,43-4141.00,0.9632
43-4031.00,43-4161.00,0.9614
43-4031.00,43-4171.00,0.9515
43-4031.00,43-6011.00,0.957
43-4031.00,43-6012.00,0.9595
43-4031.00,43-6013.00,0.9641
43-4031.00,43-6014.00,0.9571
43-4031.00,43-9041.00,0.9516
43-4041.00,43-4111.00,0.9545
43-4041.00,43-4141.00,0.9571
43-4041.00,43-4161.00,0.9632
43-4041.00,43-6011.00,0.9605
43-4051.00,43-4061.00,0.9598
43-4051.00,43-4111.00,0.9703
43-4051.00,43-4141.00,0.958
43-4051.00,43-4161.00,0.9582
43-4051.00,43-4171.00,0.9521
43-4051.00,43-4181.00,0.971
43-4051.00,43-6011.00,0.9546
43-4061.00,43-4141.00,0.9651
43-4061.00,43-4161.00,0.9682
43-4061.00,43-4171.00,0.9534
43-4061.00,43-4181.00,0.9525
43-4061.00,43-6012.00,0.9506
43-4061.00,43-9041.00,0.952
43-4071.00,43-4161.00,0.955
43-4071.00,43-6014.00,0.9625
43-4071.00,43-9061.00,0.9532
43-4081.00,43-4181.00,0.955
43-4111.00,43-4141.00,0.9513
43-4111.00,43-4161.00,0.9701
43-4111.00,43-4181.00,0.9573
43-4131.00,43-4141.00,0.9539
43-4131.00,43-4161.00,0.954
43-4141.00,43-4151.00,0.9743
43-4141.00,43-4161.00,0.9579
43-4141.00,43-4171.00,0.9642
43-4141.00,43-4181.00,0.9782
43-4141.00,43-6011.00,0.9628
43-4141.00,43-9041.00,0.9542
43-4151.00,43-4171.00,0.9578
43-4151.00,43-4181.00,0.9635
43-4151.00,43-5051.00,0.9687
43-4151.00,43-6011.00,0.959
43-4151.00,43-9061.00,0.9575
43-4161.00,43-6011.00,0.9602
43-4161.00,43-6012.00,0.9561
43-4161.00,43-6013.00,0.9514
43-4161.00,43-6014.00,0.9625
43-4161.00,43-9041.00,0.954
43-4161.00,43-9061.00,0.9599
43-4171.00,43-4181.00,0.9676
43-4171.00,43-6011.00,0.9518
43-4171.00,43-9061.00,0.964
43-4181.00,43-6011.00,0.9598
43-4181.00,43-9041.00,0.9608
43-5011.01,43-9041.00,0.9545
43-5021.00,53-3031.00,0.9669
43-5032.00,43-9041.00,0.9565
43-5032.00,43-9061.00,0.9518
43-5051.00,43-5071.00,0.9608
43-6011.00,43-9041.00,0.9633
43-6011.00,43-9061.00,0.9574
43-6012.00,43-6014.00,0.9707
43-6012.00,43-9061.00,0.9571
43-6013.00,43-6014.00,0.9698
43-6014.00,43-9061.00,0.9512
45-4022.00,47-2072.00,0.9574
47-1011.00,51-1011.00,0.9503
47-1011.03,53-1042.00,0.952
47-2043.00,47-5051.00,0.9569
47-2043.00,53-7062.04,0.9546
47-2071.00,47-4061.00,0.9679
47-2071.00,47-5041.00,0.9528
47-2071.00,51-7041.00,0.9525
47-2072.00,47-4061.00,0.9508
47-4021.00,49-2092.00,0.9511
47-4051.00,47-5051.00,0.9529
47-4061.00,47-5023.00,0.9595
47-4061.00,47-5041.00,0.9621
47-4061.00,47-5071.00,0.9514
47-4061.00,51-7041.00,0.9541
47-5022.00,53-7031.00,0.9529
47-5023.00,47-5041.00,0.956
47-5051.00,51-9192.00,0.9568
47-5051.00,53-7062.04,0.954
49-2022.00,49-3023.00,0.9564
49-2092.00,49-3041.00,0.9538
49-2092.00,49-9097.00,0.9613
49-3011.00,49-3041.00,0.9518
49-3041.00,49-3053.00,0.9542
49-3051.00,49-3053.00,0.9649
51-3092.00,51-3093.00,0.9503
51-4021.00,51-6061.00,0.9511
51-4021.00,51-9041.00,0.9581
51-4023.00,51-6064.00,0.9555
51-4031.00,51-9041.00,0.9631
51-4033.00,51-9032.00,0.9724
51-4035.00,51-6061.00,0.9553
51-4035.00,51-9041.00,0.9585
51-5112.00,51-9022.00,0.966
51-6011.00,53-4022.00,0.9594
51-6063.00,51-6064.00,0.955
51-9023.00,51-9191.00,0.9524
51-9023.00,53-7071.00,0.9561
51-9195.00,53-7062.04,0.9593
53-1042.00,53-1042.01,0.9594
53-2011.00,53-2012.00,0.9637
53-2021.00,53-2022.00,0.9593
53-3051.00,53-3053.00,0.9658
53-3051.00,53-6011.00,0.9523
